,一级标签,二级标签,药材名,出处,简介,药性,功效,治法,应用,合成,用法用量,使用注意,现代研究,附药
391,补虚药,补阴药,石斛,《神农本草经》）,本品为兰科植物金钗石斛、鼓槌石斛或流苏石斛的栽培品及其同属植物近似种的新鲜或干燥茎。主产于广西、贵州、云南、湖北。全年均可采收，鲜用者除去根和泥沙；干用者采收后，除去杂质，用开水略烫或烘软，再边搓边烘晒，至叶鞘搓净，干燥。本品气微，味微苦而回甜，嚼之有黏性。以色金黄、有光泽、质柔韧者为佳。切段，生用或鲜用。,甘，微寒。归胃、肾经。,益胃生津，滋阴清热。,滋阴清热,1.热病津伤，口干烦渴，胃阴不足，食少干呕，病后虚热不退本品甘而微寒，入胃经，长于滋养胃阴，生津止渴，兼能清胃热。治疗热病伤津，烦渴，舌干苔黑者，常与天花粉、鲜或生地黄、麦冬等药同用；治胃热阴虚之胃脘隐痛或灼痛，食少干呕，可单用煎汤代茶饮，或配伍麦冬、竹茹、白芍等；治病后阴虚津亏，虚热不退，可与地骨皮、黄柏、麦冬等配伍，如石斛汤（《圣济总录》）。2.肾阴亏虚、目暗不明、筋骨痿软，阴虚火旺、骨蒸劳热本品又能滋肾阴，兼能降虚火，适用于肾阴亏虚之目暗不明、筋骨痿软及阴虚火旺，骨蒸劳热等证。治疗肾阴亏虚，目暗不明者，常配伍枸杞子、熟地黄、菟丝子等，如石斛夜光丸（《原机启微》）；治疗肾阴亏虚，筋骨痿软者，常配伍熟地黄、杜仲、牛膝等补肝肾、强筋骨之品；若阴虚火旺，骨蒸劳热者，宜配伍枸杞子、黄柏、胡黄连等滋肾阴、退虚热之品。,"石斛汤,石斛夜光丸",煎服，6～12g；鲜品15～30g。,本品能敛邪，故温热病不宜早用；又能助湿，若湿温热尚未化燥伤津者忌服。,石斛水煎液能促进胃酸的分泌和胃蛋白酶排出量，石斛可兴奋肠管，调节胃肠功能；石斛水煎液能降低白内障晶状体的浑浊度，金钗石斛总生物碱能逆转白内障晶状体浑浊度，通过下调iNOS基因的表达，抑制NOS的活性，减少NO的产生，从而减轻氧化损伤作用。金钗石斛多糖具有直接促进淋巴细胞有丝分裂的作用；鼓槌石斛和金钗石斛中的多种成分对肿瘤有抑制作用；金钗石斛的醇提物有降低全血黏度、抑制血栓形成的作用；本品还有降血糖、抗氧化作用。,附药：铁皮石斛本品为兰科植物铁皮石斛DendrobiumofficinaleKimuraetMigo的干燥茎。性味甘，微寒；归胃、肾经。功能益胃生津，滋阴清热。适用于热病津伤，口干烦渴，胃阴不足，食少干呕，病后虚热不退，阴虚火旺，骨蒸劳热，目暗不明，筋骨痿软。煎服，6～12g。本品能敛邪，故温热病不宜早用；又能助湿，若湿温热尚未化燥伤津者忌服。
392,补虚药,补阴药,玉竹,《神农本草经》）,本品为百合科植物玉竹的干燥根茎。主产于湖南、湖北、江苏、浙江。秋季采挖，除去须根，洗净，晒至柔软后，反复揉搓、晾晒至无硬心，晒干；或蒸透后，揉至半透明，晒干。本品气微，味甘，嚼之发黏。以条长、肉肥、色黄白、光泽柔润者为佳。切厚片或段，生用。,甘，微寒。归肺、胃经。,养阴润燥，生津止渴。,生津止渴,1.肺阴不足，燥热咳嗽本品甘润能养肺阴，微寒能清肺热，适用于阴虚肺燥有热之干咳少痰、咳血、声音嘶哑等症，常配伍沙参、麦冬、桑叶等，如沙参麦冬汤（《温病条辨》）；治虚火上炎，咳血、咽干、失音，可配伍麦冬、生地黄、川贝母等养阴清热之品。2.胃阴不足，咽干口渴，内热消渴本品又能养胃阴，清胃热，主治胃阴不足，咽干口渴，食欲不振，常与麦冬、沙参等益胃养阴之药配伍；治胃热津伤之消渴，可与石膏、知母、天花粉等清胃生津之药配伍。此外，本品养阴而不滋腻恋邪，用于阴虚外感，常与白薇、薄荷、淡豆豉等配伍，如加减葳蕤汤（《重订通俗伤寒论》）。,"沙参麦冬汤,加减葳蕤汤",煎服，6～12g。,,本品能降低血糖，降低血清糖化血红蛋白组分，抑制糖皮质糖基化终产物形成，改善肾脏病理改变；玉竹多糖具有抗氧化作用，通过提高超氧化物歧化酶活性，增强其对自由基的清除能力，抑制脂质过氧化，降低丙二醛，减轻对机体组织的损伤，延缓衰老；玉竹多糖能够增强巨噬细胞的吞噬机能，提高吞噬指数和吞噬率，从而提高免疫功能；甾体皂苷有增强体液免疫及吞噬功能的作用；本品还能抑制结核杆菌生长，降血脂，缓解动脉粥样斑块形成，使外周血管和冠脉扩张，延长耐缺氧时间，并有类似肾上腺皮质激素样作用。,
393,补虚药,补阴药,黄精,《名医别录》）,本品为百合科植物滇黄精、黄精或多花黄精的干燥根茎。按形状不同，习称“大黄精”“鸡头黄精”“姜形黄精”。主产于贵州、湖南、湖北、四川、安徽。春、秋二季采挖，除去须根，洗净，置沸水中略烫或蒸至透心，干燥。本品气微，味甜，嚼之有黏性。以块大、肥润、色黄、断面透明者为佳。切厚片，生用，或照酒炖法、酒蒸法制用。,甘，平。归脾、肺、肾经。,补气养阴，健脾，润肺，益肾。,,1.脾胃气虚，体倦乏力，胃阴不足，口干食少本品既补脾气，又养脾阴。主治脾胃气虚之体倦乏力，食欲不振，脉象虚软者，可与党参、白术等补气健脾药同用；若脾胃阴虚而口干食少，舌红无苔者，可与石斛、麦冬、山药等益胃生津药同用。2.肺虚燥咳，劳嗽咳血本品甘平，能养肺阴，益肺气，治疗肺之气阴两伤，干咳少痰，可单用熬膏服，或与沙参、川贝母、知母等药同用。本品还能益肾阴，用于肺肾阴虚之劳嗽久咳，可与熟地黄、天冬、百部等滋养肺肾、化痰止咳之品同用。3.精血不足，腰膝酸软，须发早白，内热消渴本品能补益肾精，延缓衰老，改善肝肾亏虚，精血不足，头晕、腰膝酸软、须发早白等早衰症状，《千金要方》单用本品熬膏服；亦可与枸杞子、墨旱莲、女贞子等配伍。治内热消渴，可配伍生地黄、麦冬、天花粉等养阴生津之品。,,煎服，9～15g。,本品性质黏腻，易助湿壅气，故脾虚湿阻、痰湿壅滞、气滞腹满者不宜使用。,黄精多糖能提高淋巴细胞的转化率，增加蛋白激酶活性，提高心肌细胞cAMP的水平，提高学习记忆能力，改善脑功能以延缓衰老，防治动脉血管粥样硬化（AS）和肝脂肪浸润；黄精水提液能显著降低甘油三酯和总胆固醇；黄精能够抑制肝糖原酶解而降糖；黄精多糖能对抗Co60所致小鼠外周血白细胞及血小板总数的减少。黄精能够抑制体外自发和诱异的脂质过氧化产物丙二醛的生成，直接清除氧自由基。黄精水提液在体外对伤寒杆菌、金黄色葡萄球菌及多种致病真菌均有抑制作用。,
394,补虚药,补阴药,枸杞子,《神农本草经》）,本品为茄科植物宁夏枸杞的干燥成熟果实。主产于宁夏。夏、秋二季果实呈红色时采收，热风烘干，除去果梗，或晾至皮皱后，晒干，除去果梗。本品气微，微甜。以粒大、色红、肉厚、质柔润、籽少、味甜者为佳。生用。,甘，平。归肝、肾经。,滋补肝肾，益精明目。,滋补肝肾,肝肾阴虚，精血不足，腰膝酸痛，眩晕耳鸣，阳痿遗精，内热消渴，血虚萎黄，目昏不明本品甘平，入肝肾经，长于滋肾精，补肝血，为平补肾精肝血之品，《本草经疏》言其“为肝肾真阴不足，劳乏内热补益之要药”。主治肝肾阴虚，精血不足所致的腰膝酸痛，眩晕耳鸣，阳痿遗精，内热消渴，血虚萎黄，目昏不明等症，《寿世保元》单用熬膏服；治须发早白，与怀牛膝、菟丝子、何首乌等药配伍，如七宝美髯丹（《积善堂方》）；治肝肾阴虚或精亏血虚之两目干涩，内障目昏者，常与熟地黄、山茱萸、菊花等药同用，如杞菊地黄丸（《医级》）。,"七宝美髯丹,杞菊地黄丸",煎服，6～12g。,,枸杞能显著提高机体的非特异性免疫功能，枸杞多糖能提高巨噬细胞的吞噬能力，水煎剂能明显增加空斑形成细胞的数量，对细胞免疫功能和体液免疫功能均具有调节作用；枸杞子还有抗氧化、抗衰老、降血脂、降血糖、抗肿瘤、抗诱变、抗辐射、降血压作用；枸杞子浸出液对金黄色葡萄球菌等17种细菌有较强的抑菌作用。,
395,补虚药,补阴药,墨旱莲,《新修本草》）,本品为菊科植物鳢肠的干燥地上部分。主产于江苏、浙江、江西、湖北、广东。花开时采割，晒干。本品气微，味微咸。以色绿，无杂质者为佳。切段，生用。,甘、酸，寒。归肾、肝经。,滋补肝肾，凉血止血。,"滋补肝肾,凉血止血",1.肝肾阴虚，牙齿松动，须发早白，眩晕耳鸣，腰膝酸软本品甘寒，入肝肾经，能补肝肾之阴，固齿乌须发。常用于肝肾阴虚所致牙齿松动，须发早白，眩晕耳鸣，腰膝酸软等，《医灯续焰》单用本品熬膏服；或与滋养肝肾之女贞子同用，如二至丸（《医方集解》）；或配伍何首乌、桑椹、枸杞子等，如首乌延寿丹（《世补斋医书》）。2.阴虚血热吐血、衄血、尿血、血痢、崩漏下血，外伤出血本品长于补益肝肾之阴，又能凉血止血，常用于阴虚血热的吐血、衄血、尿血、血痢、崩漏下血，可单用或与生地黄、阿胶等滋阴凉血止血之品同用。此外，鲜品捣敷或干品研敷，可止外伤出血。,"二至丸,首乌延寿丹",煎服，6～12g。外用适量。,,本品能缩短凝血酶原时间、升高血小板和纤维蛋白原，提高机体非特异性免疫功能，消除氧自由基以抑制5-脂氧酶，保护染色体，保肝，促进肝细胞的再生，增加冠状动脉流量，并有抗炎、镇痛、促进毛发生长、乌发、止血、抗菌、抗阿米巴原虫、抗癌等作用。,
396,补虚药,补阴药,女贞子,《神农本草经》）,本品为木犀科植物女贞的干燥成熟果实。主产于浙江、江苏、湖北、湖南、江西。冬季果实成熟时采收，除去枝叶，稍蒸或置沸水中略烫后，干燥；或直接干燥。本品气微，味甘、微苦涩。以粒大、饱满、色紫黑、质坚实者为佳。生用，或照酒炖法、酒蒸法制用。,甘、苦，凉。归肝、肾经。,滋补肝肾，明目乌发。,滋补肝肾,肝肾阴虚，眩晕耳鸣，腰膝酸软，须发早白，目暗不明，内热消渴，骨蒸潮热本品味甘性凉，功善滋补肝肾，又兼清虚热，补中有清。治肝肾阴虚所致的眩晕耳鸣，腰膝酸软，须发早白，目暗不明，内热消渴，骨蒸潮热，常与墨旱莲配伍，如二至丸（《医方集解》）。治疗阴虚有热，目微红羞明，眼珠作痛者，宜与生地黄、石决明、谷精草等滋阴清肝明目之品同用。治疗肾阴亏虚，内热消渴者，宜与生地黄、天冬、山药等滋阴补肾清热之品同用。若阴虚内热之潮热心烦者，宜与生地黄、知母、地骨皮等养阴、清虚热之品同用。,二至丸,煎服，6～12g。酒制后增强补肝肾作用。,,女贞子煎剂、女贞子素、齐墩果酸均有良好的降血糖、降血脂、抗血小板聚集，抗血栓形成作用。齐墩果酸还能提高细胞内Ca2+水平，从而抑制人乳腺癌细胞（MCF-7）细胞增殖，并能诱异其凋亡。女贞子能改善雌激素缺乏所引起的钙失衡状态，增强酪氨酸酶的活性和黑色素的合成，还具有保肝和免疫调节的作用；齐墩果酸具有广谱抗菌作用，对金黄色葡萄球菌、溶血性链球菌等多种细菌都有抑制作用。,
397,补虚药,补阴药,桑椹,《新修本草》）,本品为桑科植物桑的干燥果穗。主产于江苏、浙江、湖南、四川。4～6月果实变红时采收，晒干，或略蒸后晒干。本品气微，味微酸而甜。以个大、色暗紫、肉厚者为佳。生用。,甘、酸，寒。归心、肝、肾经。,滋阴补血，生津润燥。,"滋阴补血,生津润燥",1.肝肾阴虚，眩晕耳鸣，心悸失眠，须发早白本品甘酸，滋补阴血，《滇南本草》谓其“益肾脏而固精，久服黑发明目”，故常用于肝肾不足，阴血亏虚之腰膝酸软，眩晕耳鸣，心悸失眠，须发早白等症。其作用平和，宜熬膏常服；或与熟地黄、何首乌等滋阴、补血之品同用，如首乌延寿丹（《世补斋医书》）。2.津伤口渴，内热消渴，肠燥便秘本品甘寒，又能生津止渴，润肠通便。本品既可治热病津伤口渴，又可治阴虚内热消渴，还可用于阴亏津枯之肠燥便秘，可鲜品食用，亦可随证配伍。,首乌延寿丹,煎服，9～15g。,,本品能延缓衰老，提高全血和肝谷甘肽过氧化物酶、过氧化氢酶活性，增强超氧化物歧化酶活性，减少心肌脂褐素、过氧化脂质，提高皮肤中羟脯氨酸；本品有中度促进淋巴细胞转化的作用，能促进T细胞成熟，从而使衰老的T细胞功能得到恢复，有免疫增强功能；本品还能降低胆固醇、低密度脂蛋白、甘油三酯及致动脉硬化指数，升高高密度脂蛋白和抗动脉硬化指数。桑椹液还有防止环磷酰胺所致白细胞减少，降低其诱发骨髓微核率和染色体畸变率的作用。,
398,补虚药,补阴药,黑芝麻,《神农本草经》）,本品为脂麻科植物脂麻的干燥成熟种子。主产于山东、河南、湖北、四川。秋季果实成熟时采割植株，晒干，打下种子，除去杂质，再晒干。本品气微，微甘，有油香气。以个大色黑、饱满、无杂质者为佳。生用或炒用，用时捣碎。,甘，平。归肝、肾、大肠经。,补肝肾，益精血，润肠燥。,,1.精血亏虚，头晕眼花，耳鸣耳聋，须发早白，病后脱发本品甘平，入肝肾经，有补肝肾、益精血、乌须明目之功，故常用于肝肾不足、精血亏虚引起的头晕眼花，耳鸣耳聋，须发早白，病后脱发，与桑叶配伍为丸服，如桑麻丸（《寿世保元》）；亦常配伍巴戟天、熟地黄等补肾益精养血之品，以延年益寿。2.肠燥便秘本品富含油脂，能润肠通便，可用于精亏血虚之肠燥便秘。可单用，或与当归、肉苁蓉、火麻仁等润肠通便之品同用。,桑麻丸,煎服，9～15g。,大便溏泻者不宜服用。,黑芝麻有抗衰老作用，可使实验动物的衰老现象推迟发生；所含亚油酸可降低血中胆固醇含量，减轻主动脉病变，有防治动脉硬化作用；可使实验动物的肾上腺皮质功能受到某种程度的抑制；可降低血糖，并增加肝脏及肌肉中糖原含量，但大剂量下可使糖原含量下降；所含脂肪油能滑肠通便。,
399,补虚药,补阴药,龟甲,《神农本草经》）,本品为龟科动物乌龟的背甲及腹甲。主产于湖北、湖南、江苏、浙江、安徽。全年均可捕捉，以秋、冬二季为多，捕捉后杀死，或用沸水烫死，剥取背甲和腹甲，除去残肉，晒干。本品气微腥，味微咸。以块大、完整、无残肉者为佳。生用，或以砂烫后醋淬用，用时捣碎。,咸、甘，微寒。归肝、肾、心经。,滋阴潜阳，益肾强骨，养血补心，固经止崩。,滋阴潜阳,1.阴虚潮热、骨蒸盗汗，阴虚阳亢、头晕目眩，虚风内动本品为血肉有情之品，味咸、甘，性微寒，既能滋补肝肾之阴以退内热，又能潜降肝阳而息内风，故多用于肝肾阴虚而引起上述诸证。治阴虚内热，骨蒸潮热，盗汗遗精者，常与滋阴降火之熟地黄、知母、黄柏等配伍，如大补阴丸（《丹溪心法》）；治阴虚阳亢，头晕目眩者，常与滋阴潜阳之天冬、白芍、牡蛎等配伍，如镇肝息风汤（《医学衷中参西录》）；治阴虚风动，手足瘛疭，舌干红绛者，常与养血滋阴之阿胶、鳖甲、生地黄等配伍，如大定风珠（《温病条辨》）。2.肾虚筋骨痿软，囟门不合本品长于滋肾养肝，又能强筋健骨，故多用于肾虚之筋骨不健，腰膝酸软，小儿囟门不合，行迟，齿迟诸症，常与熟地黄、知母、锁阳等配伍，如虎潜丸（《丹溪心法》）；也可与紫河车、鹿茸、当归等补脾益肾、益精养血之品同用。3.阴血亏虚，惊悸、失眠、健忘本品归心肾经，又有养血补心，安神定志之效，适用于阴血不足，心肾失养之惊悸、失眠、健忘，常与石菖蒲、远志、龙骨等品同用，如孔圣枕中丹（《千金要方》）。4.阴虚血热，崩漏经多本品滋养肝肾，性偏寒凉，故能固冲任，清热止血，可用于阴虚血热，冲任不固之崩漏、月经过多，常与生地黄、黄芩、地榆等滋阴清热、凉血止血之品同用。,"大补阴丸,镇肝息风汤,大定风珠,虎潜丸,孔圣枕中丹",煎服，9～24g，先煎。本品经砂烫醋淬后，更容易煎出有效成分，并除去腥气，便于服用。,脾胃虚寒者忌服，孕妇慎用。,本品能降低甲状腺及肾上腺皮质功能，促进肾上腺皮质生长，增加肾上腺重量，降低血浆皮质醇及尿17-羟类固醇含量，能增加小鼠生殖腺包括睾丸、子宫、前列腺、精囊腺的重量，促进生长发育，还能兴奋子宫，加强收缩；龟甲还有抗骨质疏松和抗脊髓损伤作用；龟甲水煎液能提高细胞免疫和体液免疫功能；龟甲还能抗凝血、增加冠脉流量和提高耐缺氧能力，并有解热、补血、镇静作用。,附药：龟甲胶本品为龟甲经水煎煮、浓缩制成的固体胶。性味咸、甘，凉；归肝、肾、心经。功能滋阴，养血，止血。适用于阴虚潮热，骨蒸盗汗，腰膝酸软，血虚萎黄，崩漏带下。3～9g，烊化兑服。
400,补虚药,补阴药,鳖甲,《神农本草经》）,本品为鳖科动物鳖的背甲。主产于湖北、湖南、安徽、江苏、浙江。全年均可捕捉，以秋、冬二季为多，捕捉后杀死，置沸水中烫至背甲上的硬皮能剥落时，取出，剥取背甲，除去残肉，晒干。本品气微腥，味淡。以块大、完整、无残肉者为佳。生用，或以砂烫后醋淬用，用时捣碎。,咸，微寒。归肝、肾经。,滋阴潜阳，退热除蒸，软坚散结。,"滋阴潜阳,软坚散结",1.阴虚发热、骨蒸劳热，阴虚阳亢、头晕目眩，虚风内动、手足瘛疭本品咸，微寒，为血肉有情之品，入肝肾经，既善滋阴退热除蒸，又善滋阴潜阳息风，适用于肝肾阴虚所致阴虚内热、阴虚风动、阴虚阳亢诸证，本品为治阴虚发热之要药。治疗温病后期，阴液耗伤，邪伏阴分，夜热早凉，热退无汗者，常配伍牡丹皮、生地黄、青蒿等药，如青蒿鳖甲汤（《温病条辨》）。治疗阴血亏虚，骨蒸劳热者，常配伍秦艽、地骨皮等药。治疗阴虚阳亢，头晕目眩，常与生地黄、牡蛎、菊花等药同用。用治阴虚风动，手足瘛疭者，常配伍阿胶、生地黄、麦冬等药。2.经闭，癥瘕，久疟疟母本品味咸，还长于软坚散结，用于血滞经闭，癥瘕积聚，久疟疟母，肝脾肿大，常与牡丹皮、桃仁、土鳖虫等药配伍，如鳖甲煎丸（《金匮要略》）。,"青蒿鳖甲汤,鳖甲煎丸",煎服，9～24g，先煎。本品经砂烫醋淬后，更容易煎出有效成分，并除去腥气，便于服用。,脾胃虚寒者忌服，孕妇慎用。,鳖甲能增强免疫功能，增强自然杀伤细胞活性，增强巨噬细胞吞噬功能；能防止细胞突变，具有抗肿瘤作用；本品能促进造血功能，提高血红蛋白含量；鳖甲微粉煎液有抗CCI4致肝损伤作用，保护肝功，降低胆固醇、甘油三酯、血清透明质酸、血清磷酸酶和丙二醛含量，升高超氧化物歧化酶、谷胱甘肽过氧化物酶活性，并能抗肝纤维化。另外鳖甲还具能增加骨密度和股骨钙含量，并有抗疲劳和补血作用。,
401,收涩药,固表止汗药,麻黄根,《本草经集注》）,本品为麻黄科植物草麻黄或中麻黄的干燥根和根茎。主产于山西、河北、甘肃、内蒙古、新疆。秋末采挖，除去残茎、须根和泥沙，干燥。本品气微，味微苦。以质硬，外皮色红棕，切面色黄白者为佳。切厚片，生用。,甘、涩，平。归心、肺经。,固表止汗。,固表止汗,自汗，盗汗本品甘涩性平，入肺经能行肌表、实卫气、固腠理、闭毛窍，为敛肺固表止汗之要药。治气虚自汗，常与黄芪、牡蛎同用，如牡蛎散（《太平惠民和剂局方》）。治阴虚盗汗，常与生地黄、熟地黄、当归等同用。治产后虚汗不止，常与当归、黄芪等配伍。,牡蛎散,煎服，3～9g。外用适量，研粉撒扑。,有表邪者忌用。,麻黄根所含生物碱能抑制低热和烟碱所致的发汗；可使蛙心收缩减弱，对末梢血管有扩张作用，对肠管、子宫等平滑肌呈收缩作用。麻黄根甲醇提取物能降低血压，但麻黄素有升压作用。,
402,收涩药,固表止汗药,浮小麦,《本草蒙筌》）,本品为禾本科植物小麦的干燥轻浮瘪瘦的颖果。全国各地均产。收获时，扬起其轻浮干瘪者，或以水淘之，浮起者为佳，晒干。本品气微，味淡。以粒均匀，轻浮者为佳。生用，或炒用。,甘，凉。归心经。,固表止汗，益气，除热。,固表止汗,1.自汗，盗汗本品甘凉入心经，能益心气、敛心液；轻浮走表，能实腠理、固皮毛，为养心敛液、固表止汗之佳品。凡自汗、盗汗者，均可配伍应用。治气虚自汗者，可与黄芪、煅牡蛎、麻黄根等同用，如牡蛎散（《太平惠民和剂局方》）；治阴虚盗汗者，可与五味子、麦冬、地骨皮等药同用。2.阴虚发热，骨蒸劳热本品甘凉并济，能益气阴，除虚热。治阴虚发热，骨蒸劳热，常与玄参、麦冬、生地黄等药同用。,牡蛎散,煎服，6～12g。,表邪汗出者忌用。,要含淀粉、蛋白质、糖类、粗纤维等。另含谷甾醇、卵磷脂、尿囊素、精氨酸、淀粉酶、蛋白分解酶及微量维生素B、E等。,附药：小麦本品为禾本科植物小麦TriticumaestivumL.的干燥成熟果实。性味甘，微寒；归心经。功能养心除烦。主治心神不宁，烦躁失眠及妇人脏躁证。煎服，30～60g。
403,收涩药,固表止汗药,糯稻根,《本草再新》）,本品为禾本科植物糯稻的干燥根茎及根。全国各地均产。10月间糯稻收割后采收，晒干。本品气微，味淡。以根长，体轻，质软，色黄棕者为佳。生用。,甘，平。归肺、胃、肾经。,固表止汗，益胃生津，退虚热。,固表止汗,1.自汗，盗汗本品甘平质轻，能固表止汗，且有益胃生津之功。用于各种虚汗兼有口渴者尤宜。治气虚自汗，可单用煎服；或与黄芪、白术、浮小麦等药同用。治阴虚盗汗，可与生地黄、地骨皮、麻黄根等药配伍。2.虚热不退，骨蒸潮热本品能退虚热，益胃生津。常用于虚热不退，骨蒸潮热，以及病后阴虚口渴者，可与沙参、麦冬、地骨皮等药同用。,,煎服，30～60g。,,要含黄酮、糖类、氨基酸等。,
404,收涩药,敛肺涩肠药,五味子,《神农本草经》）,本品为木兰科植物五味子或华中五味子的干燥成熟果实。前者习称“北五味子”，主产于辽宁、吉林；后者习称“南五味子”，主产于西南及长江流域以南各省。秋季果实成熟时采摘，晒干或蒸后晒干，除去果梗和杂质。本品果肉气微，味酸；种子破碎后有香气，味辛、微苦。以粒大，色红，肉厚，有光泽，显油润者为佳。生用，或照醋蒸法蒸至黑色，干燥后用，用时捣碎。,酸、甘，温。归肺、心、肾经。,收敛固涩，益气生津，补肾宁心。,,1.久咳虚喘本品味酸收敛，甘温而润，能上敛肺气，下滋肾阴，为治疗久咳虚喘之要药。治肺虚久咳，可与黄芪、罂粟壳等同用；治肺肾两虚之喘咳，常与山茱萸、熟地黄、山药等药同用，如都气丸（《症因脉治》）；本品长于敛肺止咳，配伍麻黄、细辛、干姜等，可用于寒饮咳喘证，如小青龙汤（《伤寒论》）。2.梦遗滑精，遗尿尿频本品甘温而涩，入肾经能补肾涩精止遗，为治肾虚精关不固之遗精滑精及遗尿尿频之常用药。治滑精者，可与桑螵蛸、附子、龙骨等同用；治梦遗者，常与麦冬、山茱萸、熟地黄等同用，如麦味地黄丸（《医宗金鉴》）。3.久泻不止本品味酸涩性收敛，能涩肠止泻。治脾肾虚寒，久泻不止，《本事方》以之与吴茱萸同炒香研末，米汤送服；或与补骨脂、肉豆蔻、吴茱萸同用，如四神丸（《内科摘要》）。4.自汗，盗汗本品五味俱全，以酸为主，善于敛肺止汗。治自汗、盗汗者，可与麻黄根、牡蛎等同用。5.津伤口渴，内热消渴本品甘以益气，酸能生津，具有益气生津止渴之功。治热伤气阴，汗多口渴者，常与人参、麦冬同用，如生脉散（《内外伤辨惑论》）；治阴虚内热，口渴多饮之消渴证，多与山药、知母、天花粉等同用，如玉液汤（《医学衷中参西录》）。6.心悸失眠本品既能补益心肾，又能宁心安神。治阴血亏损，心神失养，或心肾不交之虚烦心悸、失眠多梦，常与麦冬、丹参、酸枣仁等同用，如天王补心丹（《摄生秘剖》）。,"都气丸,小青龙汤,麦味地黄丸,四神丸,生脉散,玉液汤,天王补心丹",煎服，2～6g。,凡表邪未解，内有实热，咳嗽初起，麻疹初期，均不宜用。,本品对神经系统各级中枢均有兴奋作用，对大脑皮层的兴奋和抑制过程均有影响，使之趋于平衡。对呼吸系统有兴奋作用，有镇咳和祛痰作用。有与人参相似的适应原样作用，能增强机体对非特异性刺激的防御能力。能增加细胞免疫功能，使脑、肝、脾脏SOD活性明显增强，故具有提高免疫，抗氧化、抗衰老作用。此外，五味子还能利胆保肝、抑菌、降低血压等作用。,
405,收涩药,敛肺涩肠药,乌梅,《神农本草经》）,本品为蔷薇科植物梅的干燥近成熟果实。主产于四川、浙江、福建。夏季果实近成熟时采收，低温烘干后闷至色变黑。本品气微，味极酸。以个大，肉厚，色黑，柔润，味极酸者为佳。生用，去核用，或炒炭用。,酸、涩，平。归肝、脾、肺、大肠经。,敛肺，涩肠，生津，安蛔。,,1.肺虚久咳本品味酸而涩，其性收敛，入肺经能敛肺气，止咳嗽。适用于肺虚久咳少痰或干咳无痰之证。可与罂粟壳、苦杏仁等同用。2.久泻久痢本品酸涩入大肠经，有良好的涩肠止泻痢作用，为治疗久泻、久痢之常用药，可与罂粟壳、诃子等同用，如固肠丸（《证治准绳》）。取其涩肠止痢之功，配伍清热燥湿、解毒止痢之黄连，亦可用于湿热泻痢，便脓血者。3.虚热消渴本品味酸性平，善于生津液，止烦渴。治虚热消渴，可单用煎服，或与天花粉、麦冬、人参等同用，如玉泉散（《沈氏尊生》）。4.蛔厥呕吐腹痛“蛔得酸则静”，本品极酸，具有安蛔止痛、和胃止呕的功效，为安蛔之良药。适用于蛔虫所致腹痛、呕吐、四肢厥冷的蛔厥病证，常与细辛、川椒、黄连等同用，如乌梅丸（《伤寒论》）。此外，本品炒炭能固崩止血，可用于崩漏不止，便血。,"固肠丸,玉泉散,乌梅丸",煎服，6～12g，大剂量可用至30g。外用适量，捣烂或炒炭研末外敷。止泻、止血宜炒炭用。,外有表邪或内有实热积滞者均不宜服。,乌梅核壳和种仁水煎液可减少浓氨水引咳小鼠的咳嗽次数，显示出镇咳作用。果肉水煎液可对抗新斯的明所致的小鼠小肠运动亢进，并可对抗番泻叶所致小鼠腹泻，降低稀便率。水煎剂能抑制离体兔肠管的运动；有轻度收缩胆囊作用能促进胆汁分泌；在体外对蛔虫的活动有抑制作用。此外，乌梅还具有止血、抑菌、抗休克、增强免疫等作用。,
